category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,spread_yes,liquidity,tick_size,close_time,time_to_close_hours
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASDFOX4-4,De'Aaron Fox: 4+,0.0,0.98,0.15,0.15,,395.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASDFOX4-3,De'Aaron Fox: 3+,0.0,0.98,0.29,0.29,,395.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHALBALL1-5,LaMelo Ball: 5+,0.0,0.98,0.47,0.47,,395.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHALBALL1-8,LaMelo Ball: 8+,0.0,0.98,0.47,0.47,,395.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHALBALL1-5,LaMelo Ball: 5+,0.99,1.0,0.995,0.99,0.01,366.55,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-HOUASENGUN28-30,Alperen Sengun: 30+,0.0,0.06,0.01,0.01,,365.06,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASDFOX4-10,De'Aaron Fox: 10+,0.0,0.97,0.12,0.12,,361.02,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHAKKNUEPPEL7-5,Kon Knueppel: 5+,0.0,0.97,0.59,0.59,,361.02,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLJJOHNSON1-4,Jalen Johnson: 4+,0.0,0.97,0.13,0.13,,361.02,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHJSOURDIF34,Justin Sourdif,0.0,0.15,0.0,0.0,,351.7,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASSCASTLE5-7,Stephon Castle: 7+,0.0,0.96,0.43,0.43,,345.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLNALEXANDERWALKER7-4,Nickeil Alexander-Walker: 4+,0.0,0.96,0.49,0.49,,345.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAAST-26FEB05UTAATL,Utah at Atlanta: Assists,KXNBAAST-26FEB05UTAATL-UTALMARKKANEN23-4,Lauri Markkanen: 4+,0.0,0.96,0.31,0.31,,345.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLNALEXANDERWALKER7-4,Nickeil Alexander-Walker: 4+,0.0,0.96,0.4,0.4,,345.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBA3PT-26FEB05CHITOR,Chicago at Toronto: Three Pointers,KXNBA3PT-26FEB05CHITOR-TORSBARNES4-1,Scottie Barnes: 1+,0.99,1.0,0.995,0.99,0.01,337.85,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHTWILSON43,Tom Wilson,0.9,1.0,0.95,0.99,0.1,336.88,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHALBALL1-8,LaMelo Ball: 8+,0.0,0.95,0.16,0.16,,335.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHMBUNTING58,Michael Bunting,0.0,0.15,0.0,0.0,,328.96,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHRLEONARD9,Ryan Leonard,0.0,0.15,0.0,0.0,,328.09,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHLEVANGELISTA77,Luke Evangelista,0.0,0.15,0.0,0.0,,328.09,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLJJOHNSON1-2,Jalen Johnson: 2+,0.0,0.94,0.48,0.48,,328.02,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHNBLANKENBURG37,Nick Blankenburg,0.0,0.15,0.0,0.0,,327.61,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBA2D-26FEB05SASDAL,San Antonio at Dallas: Double Doubles,KXNBA2D-26FEB05SASDAL-SASSCASTLE5,Stephon Castle,0.0,0.18,0.19,0.19,,325.4,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAPTS-26FEB05UTAATL,Utah at Atlanta: Points,KXNBAPTS-26FEB05UTAATL-ATLDDANIELS5-20,Dyson Daniels: 20+,0.0,0.93,0.18,0.18,,323.04,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLNALEXANDERWALKER7-3,Nickeil Alexander-Walker: 3+,0.0,0.93,0.51,0.51,,323.04,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASSCASTLE5-3,Stephon Castle: 3+,0.0,0.92,0.12,0.12,,320.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUATHOMPSON1-10,Amen Thompson: 10+,0.0,0.92,0.52,0.52,,320.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUASENGUN28-9,Alperen Sengun: 9+,0.0,0.92,0.53,0.53,,320.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA2D-26FEB05CHITOR,Chicago at Toronto: Double Doubles,KXNBA2D-26FEB05CHITOR-TORSBARNES4,Scottie Barnes,0.0,0.66,0.66,0.66,,307.75,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAMBRIDGES0-2,Miles Bridges: 2+,0.99,1.0,0.995,0.99,0.01,304.29,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-DALCFLAGG32-12,Cooper Flagg: 12+,0.0,0.78,0.11,0.11,,304.02,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLCMCCOLLUM3-3,CJ McCollum: 3+,0.01,0.99,0.5,0.89,0.98,298.98,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASVWEMBANYAMA1-11,Victor Wembanyama: 11+,0.0,0.99,0.46,0.46,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASSCASTLE5-8,Stephon Castle: 8+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASSCASTLE5-6,Stephon Castle: 6+,0.0,0.99,0.42,0.42,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASSCASTLE5-2,Stephon Castle: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASSCASTLE5-10,Stephon Castle: 10+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASDFOX4-8,De'Aaron Fox: 8+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASDFOX4-6,De'Aaron Fox: 6+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASDFOX4-5,De'Aaron Fox: 5+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASDFOX4-2,De'Aaron Fox: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-DALCFLAGG32-4,Cooper Flagg: 4+,0.0,0.99,0.93,0.93,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBABLK-26FEB05SASDAL,San Antonio at Dallas: Blocks,KXNBABLK-26FEB05SASDAL-DALCFLAGG32-3,Cooper Flagg: 3+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASVWEMBANYAMA1-8,Victor Wembanyama: 8+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASVWEMBANYAMA1-6,Victor Wembanyama: 6+,0.0,0.99,0.08,0.08,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASSCASTLE5-12,Stephon Castle: 12+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASSCASTLE5-10,Stephon Castle: 10+,0.0,0.99,0.18,0.18,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASDFOX4-4,De'Aaron Fox: 4+,0.0,0.99,0.9,0.9,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASSCASTLE5-5,Stephon Castle: 5+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASSCASTLE5-4,Stephon Castle: 4+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-DALCFLAGG32-5,Cooper Flagg: 5+,0.0,0.99,0.03,0.03,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-DALCFLAGG32-3,Cooper Flagg: 3+,0.0,0.99,0.19,0.19,,297.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHAMBRIDGES0-3,Miles Bridges: 3+,0.0,0.99,0.13,0.13,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHAMBRIDGES0-2,Miles Bridges: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHAKKNUEPPEL7-3,Kon Knueppel: 3+,0.0,0.99,0.1,0.1,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHAKKNUEPPEL7-2,Kon Knueppel: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHAKKNUEPPEL7-1,Kon Knueppel: 1+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-HOUATHOMPSON1-2,Amen Thompson: 2+,0.0,0.99,0.47,0.47,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHALBALL1-3,LaMelo Ball: 3+,0.0,0.99,0.12,0.12,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHALBALL1-1,LaMelo Ball: 1+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUKDURANT7-8,Kevin Durant: 8+,0.0,0.99,0.98,0.98,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUATHOMPSON1-12,Amen Thompson: 12+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHAMBRIDGES0-10,Miles Bridges: 10+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHAKKNUEPPEL7-8,Kon Knueppel: 8+,0.0,0.99,0.17,0.17,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-HOUATHOMPSON1-25,Amen Thompson: 25+,0.0,0.99,0.14,0.14,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-CHAMBRIDGES0-3,Miles Bridges: 3+,0.0,0.99,0.07,0.07,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-CHAMBRIDGES0-2,Miles Bridges: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-CHAMBRIDGES0-1,Miles Bridges: 1+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUATHOMPSON1-3,Amen Thompson: 3+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUATHOMPSON1-2,Amen Thompson: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUKDURANT7-3,Kevin Durant: 3+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUKDURANT7-2,Kevin Durant: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUKDURANT7-1,Kevin Durant: 1+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUASENGUN28-3,Alperen Sengun: 3+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUASENGUN28-2,Alperen Sengun: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-HOUATHOMPSON1-10,Amen Thompson: 10+,0.0,0.99,0.07,0.07,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-HOUASENGUN28-10,Alperen Sengun: 10+,0.0,0.99,0.09,0.09,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAMBRIDGES0-8,Miles Bridges: 8+,0.0,0.99,0.08,0.08,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAMBRIDGES0-6,Miles Bridges: 6+,0.0,0.99,0.11,0.11,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAMBRIDGES0-10,Miles Bridges: 10+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHALBALL1-12,LaMelo Ball: 12+,0.0,0.99,0.18,0.18,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHALBALL1-10,LaMelo Ball: 10+,0.0,0.99,0.23,0.23,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAKKNUEPPEL7-6,Kon Knueppel: 6+,0.0,0.99,0.16,0.16,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAKKNUEPPEL7-10,Kon Knueppel: 10+,0.0,0.99,0.03,0.03,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAMBRIDGES0-5,Miles Bridges: 5+,0.0,0.99,0.05,0.05,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAKKNUEPPEL7-5,Kon Knueppel: 5+,0.0,0.99,0.27,0.27,,297.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLNALEXANDERWALKER7-3,Nickeil Alexander-Walker: 3+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLNALEXANDERWALKER7-2,Nickeil Alexander-Walker: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLJJOHNSON1-3,Jalen Johnson: 3+,0.0,0.99,0.16,0.16,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLJJOHNSON1-2,Jalen Johnson: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLDDANIELS5-3,Dyson Daniels: 3+,0.0,0.99,0.34,0.34,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLDDANIELS5-2,Dyson Daniels: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLDDANIELS5-1,Dyson Daniels: 1+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05CHITOR,Chicago at Toronto: Steals,KXNBASTL-26FEB05CHITOR-TORSBARNES4-3,Scottie Barnes: 3+,0.0,0.99,0.16,0.16,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05CHITOR,Chicago at Toronto: Steals,KXNBASTL-26FEB05CHITOR-TORSBARNES4-2,Scottie Barnes: 2+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASTL-26FEB05CHITOR,Chicago at Toronto: Steals,KXNBASTL-26FEB05CHITOR-TORSBARNES4-1,Scottie Barnes: 1+,0.0,0.99,0.74,0.74,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-UTALMARKKANEN23-12,Lauri Markkanen: 12+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-UTALMARKKANEN23-10,Lauri Markkanen: 10+,0.0,0.99,0.22,0.22,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-UTALMARKKANEN23-8,Lauri Markkanen: 8+,0.0,0.99,0.4,0.4,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-UTALMARKKANEN23-7,Lauri Markkanen: 7+,0.0,0.99,0.54,0.54,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-UTALMARKKANEN23-6,Lauri Markkanen: 6+,0.0,0.99,0.68,0.68,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLDDANIELS5-12,Dyson Daniels: 12+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLDDANIELS5-10,Dyson Daniels: 10+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLDDANIELS5-8,Dyson Daniels: 8+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLDDANIELS5-7,Dyson Daniels: 7+,0.0,0.99,0.48,0.48,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLNALEXANDERWALKER7-6,Nickeil Alexander-Walker: 6+,0.0,0.99,0.18,0.18,,297.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05UTAATL,Utah at Atlanta: Rebounds,KXNBAREB-26FEB05UTAATL-ATLNALEXANDERWALKER7-10,Nickeil Alexander-Walker: 10+,0.0,0.99,0.0,0.0,,297.0,1,2026-02-20 00:30:00+00:00,236.05
